,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity
5517,UmUnited Airlines just cancelled me ,,Sat Jul 06 21:16:00 +0000 2019,,0.333,0.0,0.667,-0.25,"['umunited', 'cancelled']",umunited cancelled,0.0,0.0
5518,Unbeatable Flight Deals Now Get Special Discount on Airlines Flights Book United Flights Deals On Business Cl ,,Sat Jul 27 20:03:56 +0000 2019,"New York, NY",0.0,0.268,0.732,0.6705,"['unbeatable', 'deal', 'get', 'special', 'discount', 'flight', 'book', 'flight', 'deal', 'business', 'cl']",unbeatable deal get special discount flight book flight deal business cl,0.35714285714285715,0.5714285714285714
5519,United Airlines Boeing 777300ER   ,,Sun Jun 30 21:30:00 +0000 2019,,0.0,0.483,0.517,0.4215,"['boeing', 'er']",boeing er,0.0,0.0
5520,United Airlines amp SpiderMan Far From Home Team Up on Themed Amenity Kits ,,Mon Jun 17 22:00:01 +0000 2019,"New York, NY",0.0,0.189,0.811,0.4215,"['spiderman', 'far', 'home', 'team', 'themed', 'amenity', 'kit']",spiderman far home team themed amenity kit,0.1,1.0
5521,United Airlines UAL Q2 2019 Earnings Preview  beingunited Yes we are growing   I am proud being ,,Mon Jul 15 23:20:24 +0000 2019,SFO,0.0,0.484,0.516,0.8519,"['ual', 'q', 'earnings', 'preview', 'beingunited', 'yes', 'growing', 'proud']",ual q earnings preview beingunited yes growing proud,0.8,1.0
5522,United Airlines UAL Q2 2019 earnings preview  AlphaStreet  ,,Sat Jul 13 20:58:34 +0000 2019,,0.0,0.286,0.714,0.4215,"['ual', 'q', 'earnings', 'preview', 'alphastreet']",ual q earnings preview alphastreet,0.0,0.0
5523,United Airlines United announced it has entered into a new alliance agreement with New Delhibased airline Vistar ,,Thu Jun 27 05:36:28 +0000 2019,,0.0,0.404,0.596,0.8316,"['announced', 'entered', 'new', 'alliance', 'agreement', 'new', 'delhibased', 'vistar']",announced entered new alliance agreement new delhibased vistar,0.13636363636363635,0.45454545454545453
5524,United Airlines ABCO 56 Stainless Steel Knife 658 Long with Fish Scales Pattern  via ,,Fri Jul 19 21:08:27 +0000 2019,"Joshua Tree, CA",0.0,0.177,0.823,0.4215,"['abco', 'stainless', 'steel', 'knife', 'long', 'fish', 'scale', 'pattern', 'via']",abco stainless steel knife long fish scale pattern via,0.07500000000000001,0.30000000000000004
5525,United Airlines Achieves Highest SecondQuarter PreTax Income In Company History  ,,Wed Jul 17 23:19:13 +0000 2019,Guatemala,0.0,0.237,0.763,0.4215,"['achieves', 'highest', 'secondquarter', 'pretax', 'income', 'company', 'history']",achieves highest secondquarter pretax income company history,0.0,0.0
5526,United Airlines Adds 2 More Gates at Growing Washington Dulles Hub ,,Wed Jun 26 21:38:48 +0000 2019,Worldwide,0.0,0.373,0.627,0.5809,"['add', 'gate', 'growing', 'washington', 'dulles', 'hub']",add gate growing washington dulles hub,0.0,0.0
5527,United Airlines Adds 2 More Gates at Growing Washington Dulles Hub  ,,Wed Jun 26 22:53:07 +0000 2019,New York,0.0,0.373,0.627,0.5809,"['add', 'gate', 'growing', 'washington', 'dulles', 'hub']",add gate growing washington dulles hub,0.0,0.0
5528,United Airlines Adds 9 Special PointtoPoint Routes for College Football ,,Thu Jun 20 23:31:05 +0000 2019,"Pasadena, CA",0.0,0.44,0.56,0.6705,"['add', 'special', 'pointtopoint', 'route', 'college', 'football']",add special pointtopoint route college football,0.35714285714285715,0.5714285714285714
5529,United Airlines Adds More Gates at FastGrowing Dulles Hub ,,Wed Jun 26 22:22:30 +0000 2019,"Washington, DC",0.0,0.259,0.741,0.4215,"['add', 'gate', 'fastgrowing', 'dulles', 'hub']",add gate fastgrowing dulles hub,0.0,0.0
5530,United Airlines Again Named a Top Company for Disability Inclusion via  ,,Thu Jul 18 22:41:25 +0000 2019,"Denver, CO",0.0,0.365,0.635,0.5574,"['named', 'top', 'company', 'disability', 'inclusion', 'via']",named top company disability inclusion via,0.5,0.5
5531,United Airlines And American Airlines Cancels All Boeing 737 MAX Flights Through Early November 2019 United Airlin ,,Wed Jul 17 22:41:04 +0000 2019,,0.088,0.26,0.651,0.5719,"['american', 'cancel', 'boeing', 'max', 'flight', 'early', 'november', 'airlin']",american cancel boeing max flight early november airlin,0.05,0.15
5532,United Airlines Announces Extended Flight Cancellations Due to Grounded Boeing 737 Max  ,,Sun Jul 14 23:58:10 +0000 2019,Manchester,0.0,0.203,0.797,0.4215,"['announces', 'extended', 'cancellation', 'due', 'grounded', 'boeing', 'max']",announces extended cancellation due grounded boeing max,-0.125,0.375
5533,United Airlines Apologizes After Placing 14YearOld Boy on Flight to the Wrong Country ,,Wed Jul 03 23:21:24 +0000 2019,,0.168,0.288,0.543,0.296,"['apologizes', 'placing', 'yearold', 'boy', 'wrong', 'country']",apologizes placing yearold boy wrong country,-0.5,0.9
5534,United Airlines Apologizes After Putting Teen on Wrong Flight  Time   Misplacing a luggage ,,Wed Jul 03 20:57:36 +0000 2019,,0.178,0.305,0.517,0.296,"['apologizes', 'putting', 'teen', 'wrong', 'time', 'misplacing', 'luggage']",apologizes putting teen wrong time misplacing luggage,-0.25,0.45
5535,United Airlines Apologizes After Putting Teen on Wrong Flight  Time   Is apologizing enough in this case ,,Wed Jul 03 21:28:23 +0000 2019,,0.203,0.244,0.553,0.2263,"['apologizes', 'putting', 'teen', 'wrong', 'time', 'apologizing', 'enough', 'case']",apologizes putting teen wrong time apologizing enough case,-0.16666666666666666,0.4666666666666666
5536,United Airlines Apologizes After Putting Unaccompanied Minor on Wrong International Flight  TIME ,,Wed Jul 03 20:49:57 +0000 2019,,0.178,0.305,0.517,0.296,"['apologizes', 'putting', 'unaccompanied', 'minor', 'wrong', 'international', 'time']",apologizes putting unaccompanied minor wrong international time,-0.18333333333333335,0.3666666666666667
5537,United Airlines Apologizes For Putting Teen on Flight to Wrong Country ,,Wed Jul 10 23:31:00 +0000 2019,"Southfield, MI",0.189,0.323,0.488,0.296,"['apologizes', 'putting', 'teen', 'wrong', 'country']",apologizes putting teen wrong country,-0.25,0.45
5538,United Airlines B737800 ATL To SFO Landing July 16 2019  tech,,Tue Jul 16 23:06:00 +0000 2019,Oakland,0.0,0.219,0.781,0.4215,"['b', 'atl', 'sfo', 'landing', 'july', 'tech']",b atl sfo landing july tech,0.0,0.0
5539,United Airlines B737800 SFO To San Diego Landing July 16 2019  vegas,,Tue Jul 16 23:06:48 +0000 2019,Las Vegas,0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'vega']",b sfo san diego landing july vega,0.0,0.0
5540,United Airlines B737800 SFO To San Diego Landing July 16 2019  video,,Tue Jul 16 23:02:15 +0000 2019,Las Vegas,0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'video']",b sfo san diego landing july video,0.0,0.0
5541,United Airlines B737800 SFO To San Diego Landing July 16 2019 ,,Tue Jul 16 23:03:32 +0000 2019,"Oakland, CA",0.0,0.219,0.781,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july']",b sfo san diego landing july,0.0,0.0
5542,United Airlines B737800 SFO To San Diego Landing July 16 2019  SB51,,Tue Jul 16 23:01:15 +0000 2019,"Atlanta, GA",0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'sb']",b sfo san diego landing july sb,0.0,0.0
5543,United Airlines B737800 SFO To San Diego Landing July 16 2019  Seattle,,Tue Jul 16 23:01:31 +0000 2019,"Seattle, WA",0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'seattle']",b sfo san diego landing july seattle,0.0,0.0
5544,United Airlines B737800 SFO To San Diego Landing July 16 2019  Olympics,,Tue Jul 16 23:02:42 +0000 2019,"Chicago, IL",0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'olympics']",b sfo san diego landing july olympics,0.0,0.0
5545,United Airlines B737800 SFO To San Diego Landing July 16 2019  tech,,Tue Jul 16 23:06:04 +0000 2019,Oakland,0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'tech']",b sfo san diego landing july tech,0.0,0.0
5546,United Airlines B737800 SFO To San Diego Landing July 16 2019  Vlogger,,Tue Jul 16 23:03:25 +0000 2019,Focus: Hollywood,0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'vlogger']",b sfo san diego landing july vlogger,0.0,0.0
5547,United Airlines B737800 SFO To San Diego Landing July 16 2019  Atlanta,,Tue Jul 16 23:08:40 +0000 2019,,0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'atlanta']",b sfo san diego landing july atlanta,0.0,0.0
5548,United Airlines B737800 SFO To San Diego Landing July 16 2019  YouTube,,Tue Jul 16 23:01:55 +0000 2019,Oakland and Atlanta,0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'youtube']",b sfo san diego landing july youtube,0.0,0.0
5549,United Airlines B737800 SFO To San Diego Landing July 16 2019  CES,,Tue Jul 16 23:01:33 +0000 2019,"Palo Alto, CA",0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'ce']",b sfo san diego landing july ce,0.0,0.0
5550,United Airlines B737800 SFO To San Diego Landing July 16 2019  Vlog,,Tue Jul 16 23:01:39 +0000 2019,WonderCon ComicCon,0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'vlog']",b sfo san diego landing july vlog,0.0,0.0
5551,United Airlines B737800 SFO To San Diego Landing July 16 2019  LA,,Tue Jul 16 23:01:50 +0000 2019,"Los Angeles, CA",0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'la']",b sfo san diego landing july la,0.0,0.0
5552,United Airlines B737800 SFO To San Diego Landing July 16 2019  vlog,,Tue Jul 16 23:02:49 +0000 2019,Sacramento,0.0,0.203,0.797,0.4215,"['b', 'sfo', 'san', 'diego', 'landing', 'july', 'vlog']",b sfo san diego landing july vlog,0.0,0.0
5553,United Airlines B737800 SFO To San Diego Weird Route Turn After Takeoff  tech,,Tue Jul 16 23:06:02 +0000 2019,Oakland,0.11,0.181,0.71,0.2732,"['b', 'sfo', 'san', 'diego', 'weird', 'route', 'turn', 'takeoff', 'tech']",b sfo san diego weird route turn takeoff tech,-0.5,1.0
5554,United Airlines Basic Economy  Frontier Airlines  American Airlines Basic Economy  United Airlines First Class,,Tue Jul 02 23:35:41 +0000 2019,"Boulder, CO",0.0,0.318,0.682,0.6808,"['basic', 'economy', 'frontier', 'american', 'basic', 'economy', 'first', 'class']",basic economy frontier american basic economy first class,0.0625,0.14583333333333331
5555,United Airlines Boeing 777222ER Flight 885  San Francisco to Kansai  avgeek video aero,,Tue Jul 23 22:02:15 +0000 2019,,0.0,0.189,0.811,0.4215,"['boeing', 'er', 'san', 'francisco', 'kansai', 'avgeek', 'video', 'aero']",boeing er san francisco kansai avgeek video aero,0.0,0.0
5556,United Airlines Boeing 787822 Dreamliner N20904 Airliner Profile Art Print ,,Tue Jul 02 23:15:20 +0000 2019,"London, United Kingdom",0.0,0.237,0.763,0.4215,"['boeing', 'dreamliner', 'n', 'airliner', 'profile', 'art', 'print']",boeing dreamliner n airliner profile art print,0.0,0.0
5557,United Airlines Drops Continental Airlines Name via russell ,,Fri Jun 28 22:27:46 +0000 2019,,0.0,0.286,0.714,0.4215,"['drop', 'continental', 'name', 'via', 'russell']",drop continental name via russell,0.0,0.0
5558,United Airlines Drops SeaWorld Joining Growing List  United Airlines has stopped selling SeaWorld tickets followin ,,Fri Jul 26 20:42:32 +0000 2019,,0.094,0.361,0.545,0.6597,"['drop', 'seaworld', 'joining', 'growing', 'list', 'stopped', 'selling', 'seaworld', 'ticket', 'followin']",drop seaworld joining growing list stopped selling seaworld ticket followin,0.0,0.0
5559,United Airlines Earnings Recap  via ,,Wed Jul 17 21:11:37 +0000 2019,Chicago,0.0,0.412,0.588,0.4215,"['earnings', 'recap', 'via']",earnings recap via,0.0,0.0
5560,United Airlines Employees Pack 1 Millionth Meal to Help in Fight Against World Hunger  ,,Tue Jun 25 23:38:37 +0000 2019,Guatemala,0.241,0.288,0.471,0.2263,"['employee', 'pack', 'millionth', 'meal', 'help', 'fight', 'world', 'hunger']",employee pack millionth meal help fight world hunger,0.0,0.0
5561,United Airlines Employees Pack 1 Millionth Meal to Help in Fight Against World Hunger  weareunited,,Mon Jun 24 23:22:17 +0000 2019,León Gto,0.229,0.274,0.498,0.2263,"['employee', 'pack', 'millionth', 'meal', 'help', 'fight', 'world', 'hunger', 'weareunited']",employee pack millionth meal help fight world hunger weareunited,0.0,0.0
5562,United Airlines Expects To Cancel Over 8000 Flights Because Of Boeing 737 Max Planes  United said that it is drop ,,Fri Jul 12 22:05:07 +0000 2019,"Hawaii, USA",0.16,0.218,0.623,0.3612,"['expects', 'cancel', 'flight', 'boeing', 'max', 'plane', 'said', 'drop']",expects cancel flight boeing max plane said drop,0.0,0.0
5563,United Airlines Extends 737 Max Cancellations to November  news ,,Sun Jul 14 22:28:37 +0000 2019,"Irving, TX",0.0,0.381,0.619,0.5106,"['extends', 'max', 'cancellation', 'november', 'news']",extends max cancellation november news,0.0,0.0
5564,United Airlines Extends Boeing 737 MAX Cancellations Again  ,,Fri Jul 12 22:03:37 +0000 2019,,0.0,0.417,0.583,0.5106,"['extends', 'boeing', 'max', 'cancellation']",extends boeing max cancellation,0.0,0.0
5565,United Airlines Flies 787 Dreamliner With Allfemale Crew to Worlds Largest Airshow ,,Wed Jul 24 22:32:55 +0000 2019,"Las Vegas, NV",0.0,0.203,0.797,0.4215,"['fly', 'dreamliner', 'allfemale', 'crew', 'world', 'largest', 'airshow']",fly dreamliner allfemale crew world largest airshow,0.8,0.9
5566,United Airlines Flies 787 Dreamliner With Allfemale Crew to Worlds Largest Airshow via  ,,Wed Jul 24 20:59:06 +0000 2019,"Chicago, IL",0.0,0.189,0.811,0.4215,"['fly', 'dreamliner', 'allfemale', 'crew', 'world', 'largest', 'airshow', 'via']",fly dreamliner allfemale crew world largest airshow via,0.8,0.9
5567,United Airlines Flies 787 Dreamliner With Allfemale Crew to Worlds Largest Airshow  avgeeks avgeek airline,,Wed Jul 24 21:17:06 +0000 2019,UK,0.0,0.167,0.833,0.4215,"['fly', 'dreamliner', 'allfemale', 'crew', 'world', 'largest', 'airshow', 'avgeeks', 'avgeek']",fly dreamliner allfemale crew world largest airshow avgeeks avgeek,0.8,0.9
5568,United Airlines Flies 787 Dreamliner With Allfemale Crew to Worlds LargestAirshow  ,,Wed Jul 24 21:11:58 +0000 2019,"Florida, USA",0.0,0.219,0.781,0.4215,"['fly', 'dreamliner', 'allfemale', 'crew', 'world', 'largestairshow']",fly dreamliner allfemale crew world largestairshow,0.8,0.9
5569,United Airlines Flight 232 What you need to know about 1989 plane crash in Iowa Des Moines Register ,,Mon Jul 15 23:05:00 +0000 2019,"Pasadena, California",0.126,0.13,0.744,0.0258,"['need', 'know', 'plane', 'crash', 'iowa', 'de', 'moines', 'register']",need know plane crash iowa de moines register,0.0,0.0
5570,United Airlines Flight 93 Aircraft crash   ,,Sun Jul 14 21:42:41 +0000 2019,,0.284,0.295,0.421,0.0258,"['aircraft', 'crash']",aircraft crash,0.0,0.0
5571,United Airlines Flight Attendants Are So Angry Theyre Taking Drastic Action Better Check Your Reservations ,,Fri Jul 19 21:42:35 +0000 2019,"Houston, TX",0.193,0.26,0.547,0.1176,"['attendant', 'angry', 'theyre', 'taking', 'drastic', 'action', 'better', 'check', 'reservation']",attendant angry theyre taking drastic action better check reservation,0.07500000000000001,0.5
5572,United Airlines Grounds An Estimated 8000 Flights Through October Due To Grounded 737 Max Jets News  ,,Fri Jul 12 22:42:53 +0000 2019,Everywhere,0.0,0.157,0.843,0.4215,"['ground', 'estimated', 'flight', 'october', 'due', 'grounded', 'max', 'jet', 'news']",ground estimated flight october due grounded max jet news,-0.125,0.375
5573,United Airlines Grounds SeaWorld Ticket Sales  PETA ,,Sat Jul 27 19:37:16 +0000 2019,"New York, New York USA ",0.0,0.318,0.682,0.4215,"['ground', 'seaworld', 'ticket', 'sale', 'peta']",ground seaworld ticket sale peta,0.0,0.0
5574,United Airlines Has Officially Changed Its Name ,,Fri Jun 28 22:58:54 +0000 2019,United States,0.0,0.318,0.682,0.4215,"['officially', 'changed', 'name']",officially changed name,0.0,0.0
5575,United Airlines Holdings Inc 2019 Q2  Results  Earnings Call Slides  ,,Sun Jul 21 22:46:07 +0000 2019,"Sydney, New South Wales",0.0,0.237,0.763,0.4215,"['holding', 'inc', 'q', 'result', 'earnings', 'call', 'slide']",holding inc q result earnings call slide,0.0,0.0
5576,United Airlines Improves Prepaid Travel Program for Individuals Corporate Customers  TravelPulse  ,,Thu Jul 25 22:52:56 +0000 2019,"San Francisco, CA",0.0,0.384,0.616,0.6808,"['improves', 'prepaid', 'travel', 'program', 'individual', 'corporate', 'customer', 'travelpulse']",improves prepaid travel program individual corporate customer travelpulse,0.0,0.2
5577,United Airlines Interested In Boeing 797 ,,Tue Jul 23 22:20:21 +0000 2019,Abuja Nigeria ,0.0,0.579,0.421,0.6705,"['interested', 'boeing']",interested boeing,0.25,0.5
5578,United Airlines Interested In Boeing 797  via flying,,Tue Jul 23 23:27:06 +0000 2019,,0.0,0.478,0.522,0.6705,"['interested', 'boeing', 'via', 'flying']",interested boeing via flying,0.25,0.5
5579,United Airlines Joins Peers Pushes Boeing 737 MAX Return into September ,,Wed Jun 26 23:51:27 +0000 2019,Airborne,0.0,0.219,0.781,0.4215,"['join', 'peer', 'push', 'boeing', 'max', 'return', 'september']",join peer push boeing max return september,0.0,0.0
5580,United Airlines Joins Peers Pushes Boeing 737 MAX Return into September  blog ,,Wed Jun 26 23:54:36 +0000 2019,"Irving, TX",0.0,0.203,0.797,0.4215,"['join', 'peer', 'push', 'boeing', 'max', 'return', 'september', 'blog']",join peer push boeing max return september blog,0.0,0.0
5581,United Airlines Just Cut All Ties With SeaWorld  AnimalRights AnimalWelfare ,,Fri Jul 26 23:20:14 +0000 2019,Finland,0.163,0.217,0.62,0.1779,"['cut', 'tie', 'seaworld', 'animalrights', 'animalwelfare']",cut tie seaworld animalrights animalwelfare,0.0,0.0
5582,United Airlines Just Cut All Ties With SeaWorld ,,Fri Jul 26 20:36:44 +0000 2019,Bucharest,0.193,0.257,0.55,0.1779,"['cut', 'tie', 'seaworld']",cut tie seaworld,0.0,0.0
5583,United Airlines Just Cut All Ties With SeaWorld  via ,,Fri Jul 26 22:04:05 +0000 2019,USA,0.176,0.235,0.588,0.1779,"['cut', 'tie', 'seaworld', 'via']",cut tie seaworld via,0.0,0.0
5584,United Airlines Just Cut All Ties With SeaWorld  LIVEKINDLY ,,Thu Jul 25 22:59:36 +0000 2019,"Austin, Texas",0.176,0.235,0.588,0.1779,"['cut', 'tie', 'seaworld', 'livekindly']",cut tie seaworld livekindly,0.0,0.0
5585,United Airlines Just Revealed a Brutal Truth About Customers Who Dont Like ItSo Much Oh This Hurts  ,,Sun Jun 30 23:30:16 +0000 2019,,0.379,0.197,0.424,-0.6942,"['revealed', 'brutal', 'truth', 'customer', 'dont', 'like', 'itso', 'much', 'oh', 'hurt']",revealed brutal truth customer dont like itso much oh hurt,-0.3375,0.6
5586,United Airlines Looks Past Air India To New Partner ,,Wed Jun 19 20:17:30 +0000 2019,"Texas, USA",0.0,0.259,0.741,0.4215,"['look', 'past', 'air', 'india', 'new', 'partner']",look past air india new partner,-0.05681818181818182,0.3522727272727273
5587,United Airlines MileagePlus Global Services 2019 Kit wLuggage Tags Free Ship  Zion Tech Group Blog ,,Thu Jul 04 20:36:11 +0000 2019,"-23.507692,-46.590333",0.0,0.319,0.681,0.7269,"['mileageplus', 'global', 'service', 'kit', 'wluggage', 'tag', 'free', 'ship', 'zion', 'tech', 'group', 'blog']",mileageplus global service kit wluggage tag free ship zion tech group blog,0.2,0.4
5588,United Airlines MileagePlus Global Services 2019 Kit wLuggage Tags Free Ship  ,,Thu Jul 04 20:25:35 +0000 2019,"-23.507692,-46.590333",0.0,0.404,0.596,0.7269,"['mileageplus', 'global', 'service', 'kit', 'wluggage', 'tag', 'free', 'ship']",mileageplus global service kit wluggage tag free ship,0.2,0.4
5589,United Airlines MileagePlus Voted Favorite FrequentFlyer Program by Millennial Travelers  ,,Wed Jul 17 23:19:33 +0000 2019,Guatemala,0.0,0.42,0.58,0.7003,"['mileageplus', 'voted', 'favorite', 'frequentflyer', 'program', 'millennial', 'traveler']",mileageplus voted favorite frequentflyer program millennial traveler,0.5,1.0
5590,United Airlines Now Offers More Business Class Seats Between New York Area and London than Any US Carrier ,,Sun Jul 28 23:32:06 +0000 2019,,0.0,0.141,0.859,0.4215,"['offer', 'business', 'class', 'seat', 'new', 'york', 'area', 'london', 'u', 'carrier']",offer business class seat new york area london u carrier,0.13636363636363635,0.45454545454545453
5591,United Airlines Pilot Recruitment will give a presentation for pilot applicants Join the job fair online July 19t ,,Tue Jun 25 23:10:56 +0000 2019,"Atlanta, GA",0.0,0.343,0.657,0.743,"['pilot', 'recruitment', 'give', 'presentation', 'pilot', 'applicant', 'join', 'job', 'fair', 'online', 'july']",pilot recruitment give presentation pilot applicant join job fair online july,0.7,0.9
5592,United Airlines Planning to Offer Free WiFi  via  ,,Wed Jul 17 21:07:07 +0000 2019,,0.0,0.504,0.496,0.7269,"['planning', 'offer', 'free', 'wifi', 'via']",planning offer free wifi via,0.4,0.8
5593,United Airlines Planning to Offer Free WiFi ,,Wed Jul 17 21:16:20 +0000 2019,Call @ +44 (0) 2076120500,0.0,0.55,0.45,0.7269,"['planning', 'offer', 'free', 'wifi']",planning offer free wifi,0.4,0.8
5594,United Airlines Powers More Flights With Biofuel Than any Other US Carrier  TravelPulse  ,,Sat Jun 22 19:22:04 +0000 2019,"Saint Paul, Minnesota",0.0,0.189,0.811,0.4215,"['power', 'flight', 'biofuel', 'u', 'carrier', 'travelpulse']",power flight biofuel u carrier travelpulse,0.0,0.0
5595,United Airlines Promotes SpiderMan Far From Home On Flight Napkins  Vlog,,Tue Jul 16 22:51:19 +0000 2019,WonderCon ComicCon,0.0,0.366,0.634,0.6369,"['promotes', 'spiderman', 'far', 'home', 'napkin', 'vlog']",promotes spiderman far home napkin vlog,0.1,1.0
5596,United Airlines Promotes SpiderMan Far From Home On Flight Napkins  YouTube,,Tue Jul 16 22:51:29 +0000 2019,Oakland and Atlanta,0.0,0.366,0.634,0.6369,"['promotes', 'spiderman', 'far', 'home', 'napkin', 'youtube']",promotes spiderman far home napkin youtube,0.1,1.0
5597,United Airlines Promotes SpiderMan Far From Home On Flight Napkins  vlog,,Tue Jul 16 22:52:49 +0000 2019,Sacramento,0.0,0.366,0.634,0.6369,"['promotes', 'spiderman', 'far', 'home', 'napkin', 'vlog']",promotes spiderman far home napkin vlog,0.1,1.0
5598,United Airlines Promotes SpiderMan Far From Home On Flight Napkins  LA,,Tue Jul 16 22:51:59 +0000 2019,"Los Angeles, CA",0.0,0.366,0.634,0.6369,"['promotes', 'spiderman', 'far', 'home', 'napkin', 'la']",promotes spiderman far home napkin la,0.1,1.0
5599,United Airlines Promotes SpiderMan Far From Home On Flight Napkins ,,Tue Jul 16 22:51:25 +0000 2019,San Francisco,0.0,0.394,0.606,0.6369,"['promotes', 'spiderman', 'far', 'home', 'napkin']",promotes spiderman far home napkin,0.1,1.0
5600,United Airlines Promotes SpiderMan Far From Home On Flight Napkins  tech,,Tue Jul 16 23:06:04 +0000 2019,Oakland,0.0,0.366,0.634,0.6369,"['promotes', 'spiderman', 'far', 'home', 'napkin', 'tech']",promotes spiderman far home napkin tech,0.1,1.0
5601,United Airlines Promotes SpiderMan Far From Home On Flight Napkins  CES,,Tue Jul 16 22:51:27 +0000 2019,"Palo Alto, CA",0.0,0.366,0.634,0.6369,"['promotes', 'spiderman', 'far', 'home', 'napkin', 'ce']",promotes spiderman far home napkin ce,0.1,1.0
5602,United Airlines Promotes SpiderMan Far From Home On Flight Napkins  vegas,,Tue Jul 16 22:56:40 +0000 2019,Las Vegas,0.0,0.366,0.634,0.6369,"['promotes', 'spiderman', 'far', 'home', 'napkin', 'vega']",promotes spiderman far home napkin vega,0.1,1.0
5603,United Airlines Promotes SpiderMan Far From Home On Flight Napkins  video,,Tue Jul 16 22:51:46 +0000 2019,Las Vegas,0.0,0.366,0.634,0.6369,"['promotes', 'spiderman', 'far', 'home', 'napkin', 'video']",promotes spiderman far home napkin video,0.1,1.0
5604,United Airlines Promotes SpiderMan Far From Home On Flight Napkins  Olympics,,Tue Jul 16 22:52:12 +0000 2019,"Chicago, IL",0.0,0.366,0.634,0.6369,"['promotes', 'spiderman', 'far', 'home', 'napkin', 'olympics']",promotes spiderman far home napkin olympics,0.1,1.0
5605,United Airlines Pulls Customer Experience Rabbit from Hat  cxm customerexperience,,Mon Jul 01 22:33:06 +0000 2019,Austin,0.0,0.237,0.763,0.4215,"['pull', 'customer', 'experience', 'rabbit', 'hat', 'cxm', 'customerexperience']",pull customer experience rabbit hat cxm customerexperience,0.0,0.0
5606,United Airlines Reports Q2 Beat Raised Guidance United Airlines Holdings Inc NASDAQ UAL shares traded slightly ,,Tue Jul 16 23:43:07 +0000 2019,,0.0,0.375,0.625,0.7783,"['report', 'q', 'beat', 'raised', 'guidance', 'holding', 'inc', 'nasdaq', 'ual', 'share', 'traded', 'slightly']",report q beat raised guidance holding inc nasdaq ual share traded slightly,-0.16666666666666666,0.16666666666666666
5607,United Airlines Resumes Service from New YorkNewark to Delhi and Mumbai TravelPulse  ,,Thu Jul 18 23:51:13 +0000 2019,Delhi,0.0,0.203,0.797,0.4215,"['resume', 'service', 'new', 'yorknewark', 'delhi', 'mumbai', 'travelpulse']",resume service new yorknewark delhi mumbai travelpulse,0.13636363636363635,0.45454545454545453
5608,United Airlines SUCKS,,Wed Jul 03 20:49:20 +0000 2019,"Boston, MA",0.46,0.398,0.142,-0.1111,['suck'],suck,0.0,0.0
5609,United Airlines Skynet Employee Login    via  Updates,,Wed Jul 03 22:29:07 +0000 2019,"Victoria Island, Nigeria",0.0,0.318,0.682,0.4215,"['skynet', 'employee', 'login', 'via', 'update']",skynet employee login via update,0.0,0.0
5610,United Airlines Stainless Steel Round Soup Gumbo Spoon Made by ABCO  via ,,Sat Jul 20 21:12:32 +0000 2019,"Joshua Tree, CA",0.0,0.203,0.797,0.4215,"['stainless', 'steel', 'round', 'soup', 'gumbo', 'spoon', 'made', 'abco', 'via']",stainless steel round soup gumbo spoon made abco via,0.0,0.30000000000000004
5611,United Airlines Supports Women in Aviation with AllFemale Dreamliner Flight to EAA AirVenture  Frequent Business ,,Sat Jul 27 21:53:01 +0000 2019,"Chino, CA",0.0,0.29,0.71,0.6486,"['support', 'woman', 'aviation', 'allfemale', 'dreamliner', 'eaa', 'airventure', 'frequent', 'business']",support woman aviation allfemale dreamliner eaa airventure frequent business,0.1,0.3
5612,United Airlines Suspends All India Service Until September1st ,,Mon Jun 24 23:45:38 +0000 2019,,0.0,0.286,0.714,0.4215,"['suspends', 'india', 'service', 'septemberst']",suspends india service septemberst,0.0,0.0
5613,United Airlines Ups 2019 Profit Forecast as Demand Jumps  ,,Tue Jul 16 23:16:38 +0000 2019,,0.114,0.432,0.455,0.6369,"['ups', 'profit', 'forecast', 'demand', 'jump']",ups profit forecast demand jump,0.0,0.0
