,Unnamed: 0,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity,keywords
4084,4084,22 We understand If American Airlines was you final carrier the delayed baggage claim will need to be f ,,Thu Jun 20 23:01:57 +0000 2019,,0.10099999999999999,0.0,0.899,-0.2263,"['understand', 'american', 'final', 'carrier', 'delayed', 'baggage', 'claim', 'need', 'f']",understand american final carrier delayed baggage claim need f,0.0,0.5, delay baggage refund
4088,4088, Airlines abandoned my wife and 2yr old child at Chicago OHare Airport Deleted 2nd leg of flight to Phily ,,Thu Jul 18 20:46:50 +0000 2019,Youngstown Ohio,0.14300000000000002,0.0,0.857,-0.4588,"['abandoned', 'wife', 'yr', 'old', 'child', 'chicago', 'ohare', 'airport', 'deleted', 'nd', 'leg', 'phily']",abandoned wife yr old child chicago ohare airport deleted nd leg phily,0.1,0.2, children
4093,4093, to better make my point UA5924 on big board shows boarding closed  Confusion in waiting area  Operational ,,Sun Jul 28 21:44:43 +0000 2019,,0.109,0.14400000000000002,0.746,0.1779,"['better', 'make', 'point', 'big', 'board', 'show', 'boarding', 'closed', 'confusion', 'waiting', 'area', 'operational']",better make point big board show boarding closed confusion waiting area operational,0.13333333333333333,0.2333333333333333, delay
4099,4099, Thanks for sharing this info with us While United requests you display how the battery can be removed ,,Sun Jul 07 20:49:03 +0000 2019,"New York, NY",0.0,0.36200000000000004,0.638,0.8176,"['thanks', 'sharing', 'info', 'u', 'request', 'display', 'battery', 'removed']",thanks sharing info u request display battery removed,0.2,0.2, compliment
4107,4107, Hey Aaron is your claim open with United Airlines or Air Canada MP,,Sun Jun 30 23:04:55 +0000 2019,,0.0,0.18899999999999997,0.8109999999999999,0.4215,"['hey', 'aaron', 'claim', 'open', 'air', 'canada', 'mp']",hey aaron claim open air canada mp,0.0,0.5, refund
4110,4110, Apparently United Airlines has some competition in the worst customer service department ,,Wed Jul 03 22:30:51 +0000 2019,,0.243,0.166,0.5920000000000001,-0.3182,"['apparently', 'competition', 'worst', 'customer', 'service', 'department']",apparently competition worst customer service department,-0.475,0.675, staff
4115,4115, tell me how a man called guilland alan had a ticket of united airlines to travel from Atlanta to Londonw ,,Sat Jun 22 22:41:07 +0000 2019,"La Plata, Argentina",0.0,0.141,0.8590000000000001,0.4215,"['tell', 'man', 'called', 'guilland', 'alan', 'ticket', 'travel', 'atlanta', 'londonw']",tell man called guilland alan ticket travel atlanta londonw,0.0,0.0, ticketing_billing
4120,4120,  These damn airports are getting out of hand  The airlines are so overwhelmed and delayed theres m ,,Mon Jul 22 23:47:05 +0000 2019,"Williamstown, NJ",0.22399999999999998,0.222,0.5539999999999999,-0.0123,"['damn', 'airport', 'getting', 'hand', 'overwhelmed', 'delayed', 'there']",damn airport getting hand overwhelmed delayed there,0.0,0.0, delay
4122,4122,  No to united airlines in future It has cancelled my tickets also and not refunded money in last 10 days,,Thu Jul 18 23:03:25 +0000 2019,,0.175,0.11699999999999999,0.708,-0.1027,"['future', 'cancelled', 'ticket', 'also', 'refunded', 'money', 'last', 'day']",future cancelled ticket also refunded money last day,0.0,0.09583333333333333, ticketing_billing refund cancellation
4123,4123, All airlines are the same At least I havent heard of delta flight crew dragging passengers off fligh ,,Tue Jul 30 21:01:41 +0000 2019,none of your business,0.0,0.0,1.0,0.0,"['least', 'havent', 'heard', 'delta', 'crew', 'dragging', 'passenger', 'fligh']",least havent heard delta crew dragging passenger fligh,-0.3,0.4, staff
4125,4125,  Hi Rick United Airlines faced a baggage belt issue earlier this morning This has now been r ,,Mon Jul 01 23:25:56 +0000 2019,San Francisco Int'l Airport,0.0,0.16699999999999998,0.833,0.4215,"['hi', 'rick', 'faced', 'baggage', 'belt', 'issue', 'earlier', 'morning', 'r']",hi rick faced baggage belt issue earlier morning r,0.0,0.5, baggage
4133,4133, David if there are options on other airlines we would rebook However ground delays can affect ,,Sun Jun 30 21:39:53 +0000 2019,,0.0,0.0,1.0,0.0,"['david', 'option', 'would', 'rebook', 'however', 'ground', 'delay', 'affect']",david option would rebook however ground delay affect,0.0,0.0, delay
4134,4134, Sheeezanother delaywelcome to United Airlines,,Wed Jul 03 21:57:23 +0000 2019,United States,0.0,0.41200000000000003,0.588,0.4215,"['sheeezanother', 'delaywelcome']",sheeezanother delaywelcome,0.0,0.0, delay
4140,4140,  airlines these days they need to go back to customer service school,,Wed Jun 26 23:49:40 +0000 2019,,0.0,0.0,1.0,0.0,"['day', 'need', 'go', 'back', 'customer', 'service', 'school']",day need go back customer service school,0.0,0.0, staff
4152,4152, Thank you We respectfully inform you that youll have to contact United Airlines in order to have more i ,,Sat Jul 13 21:04:34 +0000 2019,"Panamá, Ciudad de Panamá",0.0,0.348,0.652,0.7906,"['thank', 'respectfully', 'inform', 'youll', 'contact', 'order']",thank respectfully inform youll contact order,0.5,0.7, compliment
4154,4154,  I think  is trying out something newdelay and cancel flights until the early morning ,,Wed Jul 31 23:36:48 +0000 2019,"Greensboro, NC",0.14300000000000002,0.0,0.857,-0.25,"['think', 'trying', 'something', 'newdelay', 'cancel', 'flight', 'early', 'morning']",think trying something newdelay cancel flight early morning,0.1,0.3, delay
4156,4156, hi I am not able to connect to your customer care to check the details of my refund for cancelled United a ,,Thu Jun 27 06:15:36 +0000 2019,,0.08,0.24,0.68,0.6124,"['hi', 'able', 'connect', 'customer', 'care', 'check', 'detail', 'refund', 'cancelled']",hi able connect customer care check detail refund cancelled,0.5,0.625, refund cancellation
4159,4159,  Most likely not If you miss one leg of your ticket most airlines will cancel the rest of the ticket,,Mon Jul 29 23:29:55 +0000 2019,"New York, NY",0.10400000000000001,0.067,0.8290000000000001,-0.2071,"['likely', 'miss', 'one', 'leg', 'ticket', 'cancel', 'rest', 'ticket']",likely miss one leg ticket cancel rest ticket,0.0,1.0, ticketing_billing
4171,4171, After review united was the only airline yesterday trending about said delays and cancellationsother air ,,Sun Jul 07 22:24:02 +0000 2019,Following #Jesus,0.0,0.16699999999999998,0.833,0.4215,"['review', 'yesterday', 'trending', 'said', 'delay', 'cancellationsother', 'air']",review yesterday trending said delay cancellationsother air,0.0,0.0, delay cancellation
4181,4181,     also ask around at the united airlines baggage claim office,,Mon Jun 17 22:38:32 +0000 2019,,0.0,0.237,0.763,0.4215,"['also', 'ask', 'around', 'baggage', 'claim', 'office']",also ask around baggage claim office,0.0,0.0, baggage refund
4182,4182, Hey Kerryn were sorry to hear youre currently experiencing some delayed baggage Could you speci ,,Sun Jul 28 20:12:39 +0000 2019,,0.198,0.0,0.802,-0.29600000000000004,"['hey', 'kerryn', 'sorry', 'hear', 'youre', 'currently', 'experiencing', 'delayed', 'baggage', 'could', 'speci']",hey kerryn sorry hear youre currently experiencing delayed baggage could speci,-0.25,0.7, delay baggage
4189,4189,  Oh hell ya  Pearson is dreadful for connections  Those planes are getting old  United ,,Sat Jun 29 22:50:28 +0000 2019,Carleton Riding - Ontario,0.35200000000000004,0.131,0.516,-0.6908,"['oh', 'hell', 'ya', 'pearson', 'dreadful', 'connection', 'plane', 'getting', 'old']",oh hell ya pearson dreadful connection plane getting old,-0.45,0.6, connection
4193,4193, United and American Airlines are both garbage but Im not gunna lie I still fly with them when theyre the cheapest option ,,Wed Jul 10 22:11:38 +0000 2019,"Buffalo, NY",0.0,0.087,0.9129999999999999,0.2263,"['american', 'garbage', 'gunna', 'lie', 'still', 'fly', 'theyre', 'cheapest', 'option']",american garbage gunna lie still fly theyre cheapest option,0.4,0.45, baggage
4196,4196,mlm If you are a travel agent who has a passenger traveling with us please have them reach out to us dire ,,Sun Jun 30 22:48:59 +0000 2019,,0.218,0.13699999999999998,0.645,-0.4588,"['mlm', 'travel', 'agent', 'passenger', 'traveling', 'u', 'please', 'reach', 'u', 'dire']",mlm travel agent passenger traveling u please reach u dire,0.0,0.0, staff
4202,4202,   Not defending United but delays happen  Some airlines are better than others when ,,Thu Jun 20 23:07:56 +0000 2019,Whereabouts Unknown,0.10099999999999999,0.233,0.6659999999999999,0.4912,"['defending', 'delay', 'happen', 'better', 'others']",defending delay happen better others,0.5,0.5, delay
4207,4207,     is the best of the big airlines  They all screw up but D ,,Wed Jul 03 22:19:37 +0000 2019,Red Sox Nation,0.087,0.188,0.725,0.34,"['best', 'big', 'screw']",best big screw,0.5,0.2, staff
4214,4214, This tops the lame excuses  and other airlines use for flight delays ,,Thu Jul 18 23:03:32 +0000 2019,"Los Altos, CA",0.174,0.205,0.621,0.128,"['top', 'lame', 'excuse', 'use', 'delay']",top lame excuse use delay,-0.016666666666666666,0.43333333333333335, delay
4230,4230, Sally were very sorry it took us a day later than you planned to get to your destination The severe ,,Tue Jul 23 21:43:14 +0000 2019,,0.198,0.0,0.802,-0.4927,"['sally', 'sorry', 'took', 'u', 'day', 'later', 'planned', 'get', 'destination', 'severe']",sally sorry took u day later planned get destination severe,-0.25,0.5, delay
4233,4233, Oh wait I had SOOO many miles with Union Airlinesbut they only flew the Boeing 737 Max so I st ,,Fri Jul 05 23:24:57 +0000 2019,"Colorado, USA",0.0,0.0,1.0,0.0,"['oh', 'wait', 'sooo', 'many', 'mile', 'union', 'airlinesbut', 'flew', 'boeing', 'max', 'st']",oh wait sooo many mile union airlinesbut flew boeing max st,0.5,0.5, delay
4238,4238,    wow just awful service all around Claims are filed and I have no hope you will ,,Sat Jun 22 22:44:07 +0000 2019,,0.22699999999999998,0.293,0.48,0.3612,"['wow', 'awful', 'service', 'around', 'claim', 'filed', 'hope']",wow awful service around claim filed hope,-0.45,1.0, refund
4241,4241,       Thanks Shana That was very nice of you to ,,Sun Jun 23 23:59:16 +0000 2019,,0.0,0.461,0.539,0.7178,"['thanks', 'shana', 'nice']",thanks shana nice,0.4,0.6, compliment
4246,4246,   Airlines have BEEN cancelled Where have you been Lmaooo United is cancelled so is spirit and others,,Mon Jul 01 23:03:15 +0000 2019,lakewood,0.184,0.21899999999999997,0.597,0.19699999999999998,"['cancelled', 'lmaooo', 'cancelled', 'spirit', 'others']",cancelled lmaooo cancelled spirit others,0.0,0.0, cancellation
4247,4247,    Dont try to blame the airlines for the delays ,,Mon Jul 29 22:11:10 +0000 2019,"Washington, DC",0.0,0.203,0.797,0.2584,"['dont', 'try', 'blame', 'delay']",dont try blame delay,0.0,0.0, delay
4251,4251,  Iceland absolutely amazing Downside united airlinespreviously booked on air Canada no baggage fees to b ,,Wed Jul 10 21:51:55 +0000 2019,,0.207,0.331,0.462,0.5688,"['iceland', 'absolutely', 'amazing', 'downside', 'airlinespreviously', 'booked', 'air', 'canada', 'baggage', 'fee', 'b']",iceland absolutely amazing downside airlinespreviously booked air canada baggage fee b,0.6000000000000001,0.9, baggage
4252,4252,    United Airlines has awful customer service Once they have your money you are screwed if you need anythi ,,Sat Jun 22 21:44:29 +0000 2019,Great State of Texas👍🏼❤️💙,0.258,0.11699999999999999,0.625,-0.5267,"['awful', 'customer', 'service', 'money', 'screwed', 'need', 'anythi']",awful customer service money screwed need anythi,-1.0,1.0, staff
4253,4253,   The actual message on todays maintenance delay  We wanted to let you know that our maintenance team ne ,,Wed Jul 10 22:43:16 +0000 2019,Worldwide,0.11900000000000001,0.0,0.8809999999999999,-0.3182,"['actual', 'message', 'today', 'maintenance', 'delay', 'wanted', 'let', 'know', 'maintenance', 'team', 'ne']",actual message today maintenance delay wanted let know maintenance team ne,0.0,0.1, delay
4254,4254,   United Airlines is grifting again Taking advantage of nonrefundable tickets during a hurricane ,,Wed Jul 10 22:59:55 +0000 2019,L'ville,0.0,0.324,0.6759999999999999,0.5859,"['grifting', 'taking', 'advantage', 'nonrefundable', 'ticket', 'hurricane']",grifting taking advantage nonrefundable ticket hurricane,0.0,0.0, ticketing_billing refund
4255,4255,  BOYCOTT UNITED AIRLINES I have been sitting in DIA for 33 hours waiting to fly home   I will not ,,Tue Jun 18 22:15:42 +0000 2019,"Charlotte, NC",0.141,0.16399999999999998,0.696,0.128,"['boycott', 'sitting', 'dia', 'hour', 'waiting', 'fly', 'home']",boycott sitting dia hour waiting fly home,0.8,0.9, delay children
4261,4261, plc As a loyal 1K MileagePlus member of United airlines  Im disappointed with the BP and Mileage Rewards ending the program,,Thu Jul 18 20:53:44 +0000 2019,,0.11,0.32,0.569,0.7096,"['plc', 'loyal', 'k', 'mileageplus', 'member', 'disappointed', 'bp', 'mileage', 'reward', 'ending', 'program']",plc loyal k mileageplus member disappointed bp mileage reward ending program,-0.20833333333333331,0.7916666666666667, loyalty_program
4264,4264, Airport Thank you to the exceptionally helpful United Airlines staff at Edinburgh airport who sorted out my travel disaster,,Thu Jul 04 20:37:54 +0000 2019,,0.14800000000000002,0.312,0.54,0.5531,"['airport', 'thank', 'exceptionally', 'helpful', 'staff', 'edinburgh', 'airport', 'sorted', 'travel', 'disaster']",airport thank exceptionally helpful staff edinburgh airport sorted travel disaster,0.6666666666666666,1.0, compliment staff
4268,4268,  So lets just all fly Spirit Airlines  They sucks but well save money for enduring the same delays,,Thu Jun 20 23:29:06 +0000 2019,,0.073,0.345,0.5820000000000001,0.7615,"['let', 'fly', 'spirit', 'suck', 'well', 'save', 'money', 'enduring', 'delay']",let fly spirit suck well save money enduring delay,0.8,0.9, delay
4271,4271,  As I sit in A NJ Airport with 100d Of passengers fuming over many delayed flights due to idi ,,Wed Jul 24 23:03:59 +0000 2019,,0.272,0.0,0.728,-0.6808,"['sit', 'nj', 'airport', 'passenger', 'fuming', 'many', 'delayed', 'flight', 'due', 'idi']",sit nj airport passenger fuming many delayed flight due idi,0.1875,0.4375, delay
4276,4276,  the US Department of transportation says that airlines MUST provide updated information for delays ,,Tue Jun 25 21:04:15 +0000 2019,,0.0,0.0,1.0,0.0,"['u', 'department', 'transportation', 'say', 'must', 'provide', 'updated', 'information', 'delay']",u department transportation say must provide updated information delay,0.0,0.0, delay
4278,4278, Airlines stranded my friends child in North Carolina and her husband had to drive 12 hrs to pick her up  T ,,Sat Jul 06 23:44:57 +0000 2019,New York,0.0,0.14,0.86,0.4767,"['stranded', 'friend', 'child', 'north', 'carolina', 'husband', 'drive', 'hr', 'pick']",stranded friend child north carolina husband drive hr pick,0.0,0.0, children
4279,4279, All of the delays that we experienced due to your airlines significantly impacted our vacation plans We fl ,,Sun Jun 30 21:36:33 +0000 2019,,0.0,0.0,1.0,0.0,"['delay', 'experienced', 'due', 'significantly', 'impacted', 'vacation', 'plan', 'fl']",delay experienced due significantly impacted vacation plan fl,0.35000000000000003,0.7166666666666667, delay
4280,4280, Also  delays happen  Its how airlines and airport personnel respond that makes all the difference  23 J ,,Sun Jun 23 23:48:17 +0000 2019,"North Carolina, USA",0.0,0.0,1.0,0.0,"['also', 'delay', 'happen', 'airport', 'personnel', 'respond', 'make', 'difference', 'j']",also delay happen airport personnel respond make difference j,0.0,0.0, delay
4281,4281, Appreciate the response We still have no updates on board No changing station so  babies are being change ,,Fri Jul 05 21:55:38 +0000 2019,"Syracuse, NY",0.19899999999999998,0.122,0.679,-0.1779,"['appreciate', 'response', 'still', 'update', 'board', 'changing', 'station', 'baby', 'change']",appreciate response still update board changing station baby change,0.0,0.0, children
4285,4285, Delayed Delayed Delayed then cancels 2 flights so late in the day we cant make the wedding we booked mon ,,Wed Jul 31 23:00:41 +0000 2019,"Austin, TX",0.336,0.0,0.664,-0.6808,"['delayed', 'delayed', 'delayed', 'cancel', 'flight', 'late', 'day', 'cant', 'make', 'wedding', 'booked', 'mon']",delayed delayed delayed cancel flight late day cant make wedding booked mon,-0.3,0.6, delay
4286,4286, Delays happen to all airlines It is the lack of empathy communication and simple consideration that Unite ,,Fri Jun 21 22:47:27 +0000 2019,,0.126,0.0,0.8740000000000001,-0.3182,"['delay', 'happen', 'lack', 'empathy', 'communication', 'simple', 'consideration', 'unite']",delay happen lack empathy communication simple consideration unite,0.0,0.35714285714285715, delay
4287,4287, Does not care  stuck on United airlines flight 614 no help with connecting flights  can United airlines help ,,Sat Jul 20 23:37:13 +0000 2019,"Texas, USA",0.16899999999999998,0.446,0.385,0.7853,"['care', 'stuck', 'help', 'connecting', 'flight', 'help']",care stuck help connecting flight help,0.0,0.0, delay
4288,4288, FA  wont bring us water in FC after we got delayed by another United airlines not unloading our bags upon ,,Sat Jul 20 23:24:27 +0000 2019,,0.084,0.12300000000000001,0.7929999999999999,0.2263,"['fa', 'wont', 'bring', 'u', 'water', 'fc', 'got', 'delayed', 'another', 'unloading', 'bag', 'upon']",fa wont bring u water fc got delayed another unloading bag upon,0.0,0.0, delay baggage
4289,4289, Flight UA3866 you delayed it because of crew issues now because of that delay we are even further delayed ,,Sun Jul 07 22:44:01 +0000 2019,,0.276,0.0,0.7240000000000001,-0.6249,"['delayed', 'crew', 'issue', 'delay', 'even', 'delayed']",delayed crew issue delay even delayed,0.0,0.0, staff delay
4290,4290, Hey UA just found out that EWRBOM flights are now cancelled until Oct26 My bookings are for Nov2 I call ,,Mon Jul 15 21:35:36 +0000 2019,,0.1,0.0,0.9,-0.25,"['hey', 'found', 'ewrbom', 'flight', 'cancelled', 'oct', 'booking', 'nov', 'call']",hey found ewrbom flight cancelled oct booking nov call,0.0,0.0, cancellation
4294,4294, I did unfortunately the United schedule didnt work so I had to switch airlines  Thanks,,Thu Jun 20 23:25:08 +0000 2019,,0.133,0.315,0.552,0.5106,"['unfortunately', 'schedule', 'didnt', 'work', 'switch', 'thanks']",unfortunately schedule didnt work switch thanks,-0.15,0.6, compliment
4299,4299, I know you guys get frustrated too seems like airlines overbook so many people that a slight delay ruins d ,,Mon Jul 15 23:17:54 +0000 2019,,0.35700000000000004,0.10400000000000001,0.539,-0.7269,"['know', 'guy', 'get', 'frustrated', 'seems', 'like', 'overbook', 'many', 'people', 'slight', 'delay', 'ruin']",know guy get frustrated seems like overbook many people slight delay ruin,-0.1222222222222222,0.2888888888888889, delay
4300,4300, I made it very clear that we will miss Turkish Airlines flight so where do I get our bags So I was instruc ,,Sun Jun 30 22:16:23 +0000 2019,United States,0.071,0.129,0.8,0.3167,"['made', 'clear', 'miss', 'turkish', 'get', 'bag', 'instruc']",made clear miss turkish get bag instruc,0.10000000000000002,0.3833333333333333, baggage
4301,4301, I spoke to a customer service rep and was told to fill out a partial eticket refund We want full refund f ,,Fri Jul 19 21:41:38 +0000 2019,SF Bay Area,0.0,0.071,0.929,0.0772,"['spoke', 'customer', 'service', 'rep', 'told', 'fill', 'partial', 'eticket', 'refund', 'want', 'full', 'refund', 'f']",spoke customer service rep told fill partial eticket refund want full refund f,0.125,0.425, staff ticketing_billing refund
4302,4302, I switched airlines because yall were so bad Lost my bag too and have no idea where it is because I was t ,,Thu Jun 20 22:55:06 +0000 2019,"Columbus, IN---Fort Wayne, IN ",0.353,0.0,0.647,-0.8508,"['switched', 'yall', 'bad', 'lost', 'bag', 'idea']",switched yall bad lost bag idea,-0.6999999999999998,0.6666666666666666, baggage
4303,4303, I was on waiting list from Dulles airport to Boston to fly on Turkish Airlines to Dammam via Istanbul on wa ,,Sun Jun 30 22:11:37 +0000 2019,United States,0.0,0.0,1.0,0.0,"['waiting', 'list', 'dulles', 'airport', 'boston', 'fly', 'turkish', 'dammam', 'via', 'istanbul', 'wa']",waiting list dulles airport boston fly turkish dammam via istanbul wa,0.8,0.9, delay
4304,4304, I wrote this email to United Airlines on July 2 2019 with no response other than a partial credit on airf ,,Sun Jul 14 21:50:20 +0000 2019,Clarkes,0.09699999999999999,0.239,0.664,0.4939,"['wrote', 'email', 'july', 'response', 'partial', 'credit', 'airf']",wrote email july response partial credit airf,-0.1,0.3, ticketing_billing
4305,4305, It was UA1666 and it was Delta Airlines that finally got me home I have submitted refundEU compensation ,,Thu Jul 18 21:42:05 +0000 2019,"cambridge, ma",0.0,0.0,1.0,0.0,"['delta', 'finally', 'got', 'home', 'submitted', 'refundeu', 'compensation']",delta finally got home submitted refundeu compensation,0.0,1.0, refund
4308,4308, Im waiting for my flight on American Airlines Wish me luck,,Sun Jun 30 21:43:56 +0000 2019,,0.0,0.38799999999999996,0.612,0.6908,"['waiting', 'american', 'wish', 'luck']",waiting american wish luck,0.0,0.0, delay
4309,4309, Maybe if the inbound was on time we would have beat the lightning delay  Other airlines have made MULTI ,,Tue Jul 23 22:48:15 +0000 2019,"Albany, NY",0.113,0.0,0.887,-0.3182,"['maybe', 'inbound', 'time', 'would', 'beat', 'lightning', 'delay', 'made', 'multi']",maybe inbound time would beat lightning delay made multi,0.0,0.0, delay
4311,4311, My flight was cancelled and i was on standby for a day later  the opposite of helpful Had to pay 2000 o ,,Fri Jul 19 21:50:03 +0000 2019,"Chicago, IL",0.153,0.126,0.721,0.1027,"['cancelled', 'standby', 'day', 'later', 'opposite', 'helpful', 'pay']",cancelled standby day later opposite helpful pay,0.0,0.0, delay cancellation
4315,4315, Once again AMAZING customer service United Airlines  Between the agents on the ground at Dulles and who ,,Sat Jul 06 20:55:52 +0000 2019,"Roanoke, VA",0.0,0.32799999999999996,0.672,0.8091,"['amazing', 'customer', 'service', 'agent', 'ground', 'dulles']",amazing customer service agent ground dulles,0.6000000000000001,0.9, staff
4316,4316, Phone agent also asked me to change flights and screwed everything up Airlines should know FAA regulations ,,Mon Jul 15 22:18:02 +0000 2019,Los Angeles,0.16699999999999998,0.0,0.833,-0.4939,"['phone', 'agent', 'also', 'asked', 'change', 'flight', 'screwed', 'everything', 'know', 'faa', 'regulation']",phone agent also asked change flight screwed everything know faa regulation,0.0,0.0, staff
4317,4317, TRAVELING TICKETS at cheap rate to any place IN MEXICO AMERICACHICAGOCANADA AND OTHER COUNTRIES NEARBY ,,Sun Jul 07 22:23:48 +0000 2019,"Ohio, USA",0.0,0.0,1.0,0.0,"['traveling', 'ticket', 'cheap', 'rate', 'place', 'mexico', 'americachicagocanada', 'country', 'nearby']",traveling ticket cheap rate place mexico americachicagocanada country nearby,0.4,0.7, ticketing_billing
4318,4318, Thanks for the insight Its still quite convinent that every time I fly your airlines I have delays vs other lines going the same ,,Fri Jun 21 23:08:56 +0000 2019,,0.0,0.121,0.879,0.4404,"['thanks', 'insight', 'still', 'quite', 'convinent', 'every', 'time', 'fly', 'delay', 'v', 'line', 'going']",thanks insight still quite convinent every time fly delay v line going,0.5,0.55, compliment delay
4320,4320, The autorebooking on your app has prpblems with the algorithm Gate agent found better flights using other ,,Mon Jul 22 23:28:27 +0000 2019,NC Piedmont Triad,0.0,0.153,0.847,0.4404,"['autorebooking', 'app', 'prpblems', 'algorithm', 'gate', 'agent', 'found', 'better', 'flight', 'using']",autorebooking app prpblems algorithm gate agent found better flight using,0.5,0.5, staff
4321,4321, There is one agent at this entire airport and he is servicing multiple flights across multiple airlines and ,,Sat Jul 06 22:21:47 +0000 2019,,0.0,0.0,1.0,0.0,"['one', 'agent', 'entire', 'airport', 'servicing', 'multiple', 'flight', 'across', 'multiple']",one agent entire airport servicing multiple flight across multiple,0.0,0.20833333333333331, staff
4326,4326, United airlines staff refused to help me  check in my bag resulting in me being stuck in Florida another d ,,Sat Jun 22 22:08:49 +0000 2019,Burnside,0.17,0.223,0.607,0.3182,"['staff', 'refused', 'help', 'check', 'bag', 'resulting', 'stuck', 'florida', 'another']",staff refused help check bag resulting stuck florida another,0.0,0.0, staff delay baggage
4329,4329, When consumers choose tickets based on hundreds of dollars of difference between airlines or flightsit ,,Thu Jul 04 21:03:18 +0000 2019,,0.0,0.0,1.0,0.0,"['consumer', 'choose', 'ticket', 'based', 'hundred', 'dollar', 'difference', 'flightsit']",consumer choose ticket based hundred dollar difference flightsit,0.0,0.0, ticketing_billing
4334,4334, airlines  you are playing games Reallly 4hour delay,,Thu Jun 27 05:57:26 +0000 2019,Chino CA,0.228,0.17800000000000002,0.594,-0.128,"['playing', 'game', 'reallly', 'hour', 'delay']",playing game reallly hour delay,-0.4,0.4, delay
4336,4336, airlines all bags arrived at Sydney Airport from Houston are the one without priority tags  I guess they a ,,Tue Jul 09 23:05:34 +0000 2019,USA,0.0,0.0,1.0,0.0,"['bag', 'arrived', 'sydney', 'airport', 'houston', 'one', 'without', 'priority', 'tag', 'guess']",bag arrived sydney airport houston one without priority tag guess,0.0,0.0, baggage
4338,4338, airlines is hiring customer service representatives APPLY NOW Competitive salary work attendance optiona ,,Mon Jul 29 23:07:53 +0000 2019,,0.0,0.124,0.8759999999999999,0.1779,"['hiring', 'customer', 'service', 'representative', 'apply', 'competitive', 'salary', 'work', 'attendance', 'optiona']",hiring customer service representative apply competitive salary work attendance optiona,0.0,0.0, staff
4339,4339, airlines most frustrating day ever trying to purchase a ticket for a last minute need and absolutely no ans ,,Sat Jun 22 23:29:02 +0000 2019,,0.275,0.0,0.725,-0.6894,"['frustrating', 'day', 'ever', 'trying', 'purchase', 'ticket', 'last', 'minute', 'need', 'absolutely', 'an']",frustrating day ever trying purchase ticket last minute need absolutely an,-0.06666666666666668,0.6222222222222222, ticketing_billing
4341,4341, airlines you win I give up Ive been trying since 72 to tell you how badly your ticket agents at EWR mi ,,Wed Jul 24 21:15:25 +0000 2019,USA,0.12,0.147,0.7340000000000001,0.1779,"['win', 'give', 'ive', 'trying', 'since', 'tell', 'badly', 'ticket', 'agent', 'ewr', 'mi']",win give ive trying since tell badly ticket agent ewr mi,0.0500000000000001,0.5333333333333333, staff ticketing_billing
4343,4343, awful experience with united airlines They did not have enough room for our checked baggage on our flight ,,Sat Jul 06 23:20:10 +0000 2019,"Brisbane, Australia",0.138,0.128,0.7340000000000001,-0.0516,"['awful', 'experience', 'enough', 'room', 'checked', 'baggage']",awful experience enough room checked baggage,-0.5,0.75, baggage
4344,4344, basic economy is not up to par with discount airlines I could not pay to check a bag Bad customer service ,,Mon Jul 22 22:53:26 +0000 2019,,0.161,0.059000000000000004,0.78,-0.4946,"['basic', 'economy', 'par', 'discount', 'could', 'pay', 'check', 'bag', 'bad', 'customer', 'service']",basic economy par discount could pay check bag bad customer service,-0.3499999999999999,0.3958333333333333, staff baggage
4345,4345, cancelled a flight to NY that cost me 800 and a lost job interview They reimbursed 200 and sent me the a ,,Fri Jun 28 20:34:55 +0000 2019,United States,0.20199999999999999,0.0,0.7979999999999999,-0.5106,"['cancelled', 'ny', 'cost', 'lost', 'job', 'interview', 'reimbursed', 'sent']",cancelled ny cost lost job interview reimbursed sent,0.0,0.0, refund cancellation
4346,4346, fly all the time and usually pleased with United service but every time I fly to SGF its terribly delayed ,,Wed Jul 03 20:16:05 +0000 2019,"Chicago, IL",0.278,0.14800000000000002,0.575,-0.6597,"['fly', 'time', 'usually', 'pleased', 'service', 'every', 'time', 'fly', 'sgf', 'terribly', 'delayed']",fly time usually pleased service every time fly sgf terribly delayed,0.275,0.95, delay
4350,4350, is an absolute joke of an airline After losing my bag during a connection in Newark they passed the bag of ,,Sat Jul 20 20:28:35 +0000 2019,"Arlington, VA",0.114,0.096,0.789,-0.1027,"['absolute', 'joke', 'losing', 'bag', 'connection', 'newark', 'passed', 'bag']",absolute joke losing bag connection newark passed bag,0.2,0.9, baggage connection
4352,4352, is the worst airlines and has the worst customer service The worst,,Fri Jul 19 22:57:38 +0000 2019,,0.5770000000000001,0.0,0.423,-0.9231,"['worst', 'worst', 'customer', 'service', 'worst']",worst worst customer service worst,-1.0,1.0, staff
4353,4353, is truly the worst Delaying flights bc of air traffic control changes around Denver  yet other airlines ,,Mon Jul 15 22:32:02 +0000 2019,Denver,0.18600000000000003,0.132,0.682,-0.29600000000000004,"['truly', 'worst', 'delaying', 'flight', 'bc', 'air', 'traffic', 'control', 'change', 'around', 'denver', 'yet']",truly worst delaying flight bc air traffic control change around denver yet,-1.0,1.0, delay
